x,Corediam_7.9445_Length_1000.0000_Core_index_2.0000
234.60000000000002,0.9979406
234.8,0.9979383
235.0,0.997936
235.20000000000002,0.997934
235.4,0.9979324
235.60000000000002,0.9979315
235.8,0.9979309
236.0,0.9979307
236.20000000000002,0.9979303
236.4,0.9979295
236.60000000000002,0.997928
236.8,0.9979255
237.0,0.9979221
237.20000000000002,0.9979181
237.4,0.9979137
237.60000000000002,0.9979094
237.8,0.9979055
238.0,0.9979024
238.20000000000002,0.9979001
238.4,0.9978988
238.60000000000002,0.9978982
238.8,0.9978982
239.0,0.9978985
239.20000000000002,0.997899
239.4,0.9978995
239.60000000000002,0.9978998
239.8,0.9979001
240.0,0.9979002
240.20000000000002,0.9979003
240.4,0.9979002
240.60000000000002,0.9978999
240.8,0.9978994
241.0,0.9978985
241.20000000000002,0.9978973
241.4,0.9978956
241.60000000000002,0.9978936
241.8,0.9978914
242.0,0.9978893
242.20000000000002,0.9978873
242.4,0.9978856
242.60000000000002,0.9978843
242.8,0.9978833
243.0,0.9978826
243.20000000000002,0.9978818
